Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,1,,,0,0,4
3,1,1,15,8,ACCELERATING,false,0,0,0,0,1,,,0,0,4
4,1,1,24,9,ACCELERATING,false,0,0,0,0,1,,,0,0,4
5,1,1,33,9,USED_LIZARD,false,0,0,0,0,0,,,0,0,4
6,1,1,42,8,HIT_MUD,false,0,1,0,0,0,,,0,0,1
7,1,2,49,8,TURNING_RIGHT,false,0,1,0,0,0,,,0,0,1
8,1,2,58,9,ACCELERATING,false,0,1,0,0,0,,,0,0,1
9,1,2,67,9,NOTHING,false,0,1,0,0,0,,,0,1,5
10,1,2,76,9,NOTHING,false,0,1,0,1,0,,,0,1,9
11,1,2,85,9,NOTHING,false,0,1,0,1,0,,,0,1,9
12,1,2,94,9,NOTHING,false,0,1,0,1,0,,,0,1,9
13,1,2,103,9,NOTHING,false,0,1,1,1,0,,,0,1,13
14,1,3,111,9,TURNING_RIGHT,false,0,1,1,1,0,,,0,1,13
15,1,3,120,9,USED_BOOST,true,5,1,0,1,1,,,0,1,21
16,1,3,129,9,NOTHING,true,4,1,0,1,1,,,0,1,21
17,1,3,138,9,USED_LIZARD,true,3,1,0,1,0,,,0,1,21
18,1,3,147,9,NOTHING,true,2,1,0,1,0,,,0,1,21
19,1,3,156,9,NOTHING,true,1,1,0,1,0,,,0,1,21
20,1,3,165,9,NOTHING,false,0,1,0,3,0,,,0,1,29
21,1,3,174,9,NOTHING,false,0,1,0,3,0,,,0,1,29
22,1,3,183,9,NOTHING,false,0,1,0,3,0,,,0,1,29
23,1,4,191,9,TURNING_RIGHT,false,0,1,0,3,0,,,0,1,29
24,1,3,199,9,TURNING_LEFT,false,0,1,0,3,0,,,0,1,29
25,1,3,208,9,NOTHING,false,0,1,0,3,0,,,0,1,29
26,1,2,216,9,TURNING_LEFT,false,0,1,0,3,1,,,1,1,37
27,1,2,225,9,NOTHING,false,0,1,0,3,1,,,1,1,37
28,1,2,234,9,USED_LIZARD,false,0,1,0,3,0,,,1,1,37
29,1,2,243,9,NOTHING,false,0,1,0,3,0,,,1,1,37
30,1,3,251,9,TURNING_RIGHT,false,0,1,0,3,0,,,1,1,37
31,1,3,260,9,NOTHING,false,0,1,0,3,0,,,1,1,37
32,1,3,269,9,NOTHING,false,0,1,0,3,0,,,1,1,37
