Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
4,2,3,17,3,TURNING_LEFT,false,0,2,1,0,0,,,0,0,-1
5,2,3,25,6,HIT_MUD,false,0,3,0,0,0,,,0,0,0
6,2,4,30,6,TURNING_RIGHT,false,0,3,0,0,0,,,0,0,0
7,2,4,30,6,FIXED_CAR,false,0,1,0,0,0,,,0,0,0
8,2,4,38,8,ACCELERATING,false,0,1,0,0,0,,,0,0,0
9,2,4,47,9,ACCELERATING,false,0,1,0,0,0,,,0,0,0
10,2,3,55,9,TURNING_LEFT,false,0,1,0,1,1,,,0,0,8
11,2,3,64,9,NOTHING,false,0,1,0,1,1,,,0,0,8
12,2,3,73,9,NOTHING,false,0,1,0,1,1,,,0,0,8
13,2,3,82,9,NOTHING,false,0,1,0,1,1,,,0,0,8
14,2,3,91,9,USED_LIZARD,false,0,1,0,1,0,,,0,0,8
15,2,3,100,9,NOTHING,false,0,1,0,1,0,,,0,0,8
16,2,3,109,9,NOTHING,false,0,1,0,1,0,,,0,0,8
17,2,4,117,9,TURNING_RIGHT,false,0,1,0,1,0,,,0,0,8
18,2,4,126,9,NOTHING,false,0,1,0,1,0,,,0,0,8
19,2,4,135,9,NOTHING,false,0,1,0,1,0,,,0,1,12
20,2,3,143,8,HIT_MUD,false,0,2,0,1,0,,,0,1,9
21,2,2,150,6,HIT_MUD,false,0,3,0,1,0,,,0,1,6
22,2,1,155,6,TURNING_LEFT,false,0,3,0,1,0,,,0,1,6
23,2,1,155,6,FIXED_CAR,false,0,1,0,1,0,,,0,1,6
24,2,1,163,8,ACCELERATING,false,0,1,0,1,0,,,0,1,6
25,2,1,172,9,ACCELERATING,false,0,1,0,1,2,,,0,1,14
26,2,1,181,9,NOTHING,false,0,1,0,1,2,,,0,1,14
27,2,1,190,9,NOTHING,false,0,1,0,1,2,,,0,1,14
28,2,1,199,9,USED_LIZARD,false,0,1,0,1,1,,,0,1,14
29,2,1,208,9,NOTHING,false,0,1,0,1,1,,,0,1,14
30,2,1,217,9,USED_LIZARD,false,0,1,0,1,0,,,0,1,14
31,2,1,226,9,NOTHING,false,0,1,0,1,0,,,0,3,22
32,2,1,235,9,NOTHING,false,0,1,0,1,0,,,0,4,26
33,2,1,244,9,NOTHING,false,0,1,0,1,0,,,0,4,26
34,2,1,253,9,NOTHING,false,0,1,0,1,1,,,0,4,30
35,2,1,262,9,USED_LIZARD,false,0,1,0,1,0,,,0,4,30
36,2,1,271,9,NOTHING,false,0,1,0,1,0,,,0,4,30
37,2,1,280,9,NOTHING,false,0,1,0,1,1,,,0,4,34
38,2,1,289,9,NOTHING,false,0,1,0,1,1,,,0,4,34
39,2,1,298,9,NOTHING,false,0,1,0,1,1,,,0,4,34
40,2,1,307,9,USED_LIZARD,false,0,1,0,1,0,,,0,4,34
41,2,2,315,9,TURNING_RIGHT,false,0,1,0,1,0,,,0,5,38
42,2,2,324,9,NOTHING,false,0,1,0,1,0,,,0,5,38
43,2,2,333,9,NOTHING,false,0,1,0,1,0,,,0,5,38
44,2,2,342,9,NOTHING,false,0,1,0,1,0,,,1,5,42
45,2,2,351,9,NOTHING,false,0,1,0,2,0,,,1,5,46
46,2,2,360,9,NOTHING,false,0,1,0,2,0,,,1,5,46
47,2,2,369,9,NOTHING,false,0,1,0,2,0,,,1,5,46
48,2,2,378,9,NOTHING,false,0,1,0,3,0,,,1,5,50
49,2,3,386,9,TURNING_RIGHT,false,0,1,0,3,0,,,1,5,50
50,2,3,395,9,NOTHING,false,0,1,0,4,0,,,1,5,54
51,2,3,404,9,NOTHING,false,0,1,0,4,0,,,1,5,54
52,2,2,412,9,TURNING_LEFT,false,0,1,0,4,0,,,1,5,54
53,2,2,421,9,NOTHING,false,0,1,1,4,0,,,1,5,58
54,2,2,430,9,USED_BOOST,true,5,1,0,4,0,,,1,5,62
55,2,2,439,9,NOTHING,true,4,1,0,4,0,,,1,5,62
56,2,2,448,9,NOTHING,true,3,1,0,4,0,,,1,5,62
57,2,2,457,9,NOTHING,true,2,1,0,5,0,,,1,6,70
58,2,2,466,9,NOTHING,true,1,1,0,5,0,,,1,6,70
59,2,3,474,9,TURNING_RIGHT,false,0,1,1,5,0,,,1,6,74
60,2,3,483,9,USED_BOOST,true,5,1,0,5,0,,,1,6,78
61,2,3,492,9,NOTHING,true,4,1,0,6,0,,,1,6,82
62,2,2,500,8,HIT_MUD,false,0,2,0,6,0,,,1,6,79
63,2,3,507,8,TURNING_RIGHT,false,0,2,0,6,0,,,1,6,79
64,2,3,507,8,FIXED_CAR,false,0,0,0,6,0,,,1,6,79
65,2,3,516,9,ACCELERATING,false,0,0,0,6,0,,,1,6,79
66,2,2,524,9,TURNING_LEFT,false,0,0,0,6,0,,,1,6,79
67,2,2,533,9,NOTHING,false,0,0,0,6,0,,,1,6,79
68,2,2,542,9,NOTHING,false,0,0,0,6,0,,,1,6,79
69,2,2,551,9,NOTHING,false,0,0,0,6,0,,,2,6,83
70,2,2,560,9,NOTHING,false,0,0,0,7,0,,,2,6,87
71,2,1,568,9,TURNING_LEFT,false,0,0,0,8,0,,,2,6,91
72,2,2,576,9,TURNING_RIGHT,false,0,0,0,8,0,,,2,6,91
73,2,2,585,9,NOTHING,false,0,0,0,8,0,,,2,6,91
74,2,2,594,9,NOTHING,false,0,0,0,8,0,,,2,6,91
75,2,2,603,9,NOTHING,false,0,0,0,9,0,,,2,6,95
76,2,2,612,9,NOTHING,false,0,0,0,9,0,,,2,6,95
77,2,2,621,9,NOTHING,false,0,0,0,10,0,,,2,6,99
78,2,2,630,9,NOTHING,false,0,0,0,10,0,,,2,6,99
79,2,2,639,9,NOTHING,false,0,0,0,10,0,,,2,7,103
80,2,3,647,9,TURNING_RIGHT,false,0,0,0,10,0,,,2,7,103
81,2,3,656,9,NOTHING,false,0,0,0,10,0,,,2,7,103
82,2,2,664,9,TURNING_LEFT,false,0,0,0,10,0,,,2,7,103
83,2,2,673,9,NOTHING,false,0,0,0,10,0,,,2,7,103
84,2,2,682,9,NOTHING,false,0,0,0,10,0,,,2,7,103
85,2,2,691,9,NOTHING,false,0,0,0,10,0,,,2,8,107
86,2,2,700,9,NOTHING,false,0,0,0,10,0,,,2,8,107
87,2,2,709,9,NOTHING,false,0,0,0,10,0,,,2,8,107
88,2,2,718,9,NOTHING,false,0,0,0,10,0,,,2,8,107
89,2,2,727,9,NOTHING,false,0,0,0,11,0,,,2,8,111
90,2,2,736,8,HIT_MUD,false,0,1,0,11,1,,,2,8,112
91,2,3,743,8,TURNING_RIGHT,false,0,1,0,11,1,,,2,8,112
92,2,4,750,8,TURNING_RIGHT,false,0,1,0,11,1,,,2,8,112
93,2,4,759,8,HIT_MUD,false,0,2,0,11,1,,,2,8,109
94,2,3,766,8,TURNING_LEFT,false,0,2,0,11,1,,,2,8,109
95,2,3,766,8,FIXED_CAR,false,0,0,0,11,1,,,2,8,109
96,2,3,775,9,ACCELERATING,false,0,0,0,11,1,,,2,8,109
97,2,3,784,9,NOTHING,false,0,0,0,11,1,,,2,8,109
98,2,3,793,9,USED_LIZARD,false,0,0,0,11,0,,,2,8,109
99,2,3,802,9,NOTHING,false,0,0,0,12,0,,,2,8,113
100,2,3,811,9,NOTHING,false,0,0,0,12,0,,,2,8,113
101,2,3,820,9,NOTHING,false,0,0,0,12,0,,,2,8,113
102,2,4,828,9,TURNING_RIGHT,false,0,0,0,12,0,,,2,8,113
103,2,3,836,9,TURNING_LEFT,false,0,0,0,12,0,,,2,8,113
104,2,3,845,9,NOTHING,false,0,0,0,12,0,,,2,8,113
105,2,3,854,9,NOTHING,false,0,0,0,13,0,,,2,8,117
106,2,3,863,9,NOTHING,false,0,0,0,13,0,,,2,8,117
107,2,4,871,9,TURNING_RIGHT,false,0,0,0,13,0,,,2,8,117
108,2,4,880,8,HIT_MUD,false,0,1,0,13,0,,,2,8,114
109,2,3,887,8,TURNING_LEFT,false,0,1,0,13,0,,,2,8,114
110,2,3,896,9,ACCELERATING,false,0,1,0,13,0,,,2,8,114
111,2,3,905,9,NOTHING,false,0,1,0,13,0,,,2,9,118
112,2,2,913,9,TURNING_LEFT,false,0,1,0,13,0,,,2,9,118
113,2,1,921,9,TURNING_LEFT,false,0,1,0,13,0,,,2,9,118
114,2,1,930,9,NOTHING,false,0,1,1,13,0,,,2,9,122
115,2,1,939,8,HIT_MUD,false,0,2,0,13,0,,,2,9,123
116,2,2,946,8,TURNING_RIGHT,false,0,2,0,14,0,,,2,9,127
117,2,2,946,8,FIXED_CAR,false,0,0,0,14,0,,,2,9,127
118,2,2,955,9,ACCELERATING,false,0,0,0,14,0,,,2,10,131
119,2,1,963,9,TURNING_LEFT,false,0,0,0,14,0,,,2,10,131
120,2,1,972,9,NOTHING,false,0,0,0,14,0,,,2,11,135
121,2,1,981,9,NOTHING,false,0,0,0,14,0,,,2,11,135
122,2,1,990,9,NOTHING,false,0,0,0,14,0,,,2,11,135
123,2,2,998,9,TURNING_RIGHT,false,0,0,0,14,0,,,3,11,139
124,2,2,1007,8,HIT_MUD,false,0,1,0,14,0,,,3,11,136
125,2,3,1014,8,TURNING_RIGHT,false,0,1,0,14,0,,,3,11,136
126,2,3,1023,9,ACCELERATING,false,0,1,0,14,0,,,3,11,136
127,2,2,1031,9,TURNING_LEFT,false,0,1,0,14,0,,,3,11,136
128,2,2,1040,9,NOTHING,false,0,1,0,14,0,,,3,11,136
129,2,1,1048,9,TURNING_LEFT,false,0,1,0,14,1,,,4,11,144
130,2,1,1057,9,USED_LIZARD,false,0,1,0,14,0,,,4,11,144
131,2,1,1066,9,NOTHING,false,0,1,0,14,0,,,4,11,144
132,2,1,1075,9,NOTHING,false,0,1,0,14,0,,,4,11,144
133,2,1,1084,9,NOTHING,false,0,1,0,14,0,,,5,11,148
134,2,1,1093,9,NOTHING,false,0,1,0,14,0,,,6,12,156
135,2,1,1102,9,NOTHING,false,0,1,0,14,0,,,6,12,156
136,2,1,1111,9,NOTHING,false,0,1,0,14,1,,,6,12,160
137,2,1,1120,9,NOTHING,false,0,1,0,14,1,,,6,12,160
138,2,1,1129,9,NOTHING,false,0,1,0,14,1,,,6,12,160
139,2,1,1138,9,USED_LIZARD,false,0,1,0,14,0,,,6,12,160
