Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,9,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,2,3,32,9,TURNING_LEFT,false,0,0,0,0,0,,,1,1,8
6,2,3,41,9,NOTHING,false,0,0,0,0,0,,,1,1,8
7,2,3,50,9,NOTHING,false,0,0,0,0,0,,,1,1,8
8,2,3,59,9,NOTHING,false,0,0,0,1,0,,,1,2,16
9,2,3,68,9,NOTHING,false,0,0,0,1,0,,,1,2,16
10,2,3,77,9,NOTHING,false,0,0,0,1,0,,,1,2,16
11,2,3,86,9,NOTHING,false,0,0,0,1,0,,,1,2,16
12,2,3,95,9,NOTHING,false,0,0,0,1,0,,,1,2,16
13,2,3,104,9,NOTHING,false,0,0,0,1,0,,,1,2,16
14,2,3,113,9,NOTHING,false,0,0,0,1,0,,,1,2,16
15,2,3,122,9,NOTHING,false,0,0,0,1,0,,,1,2,16
16,2,4,130,9,TURNING_RIGHT,false,0,0,0,1,0,,,2,2,20
17,2,4,139,9,NOTHING,false,0,0,0,2,0,,,3,2,28
18,2,4,148,9,NOTHING,false,0,0,1,2,0,,,3,2,32
19,2,4,163,9,HIT_MUD,false,0,1,0,3,0,,,3,2,37
20,2,3,171,8,HIT_MUD,false,0,2,0,3,0,,,3,2,34
21,2,2,178,8,TURNING_LEFT,false,0,2,0,3,0,,,4,2,38
22,2,2,178,8,FIXED_CAR,false,0,0,0,3,0,,,4,2,38
23,2,2,187,9,ACCELERATING,false,0,0,0,3,1,,,4,2,42
24,2,2,196,9,USED_LIZARD,false,0,0,0,3,0,,,4,2,42
25,2,2,205,9,NOTHING,false,0,0,1,3,0,,,4,2,46
26,2,2,220,9,HIT_MUD,false,0,1,0,3,0,,,4,3,51
27,2,3,228,9,TURNING_RIGHT,false,0,1,0,3,0,,,4,3,51
28,2,3,237,9,NOTHING,false,0,1,0,3,0,,,4,3,51
29,2,3,246,9,NOTHING,false,0,1,0,3,0,,,4,4,55
30,2,3,255,9,NOTHING,false,0,1,0,3,0,,,5,4,59
31,2,3,264,9,NOTHING,false,0,1,0,3,0,,,5,4,59
32,2,3,273,8,HIT_MUD,false,0,2,0,3,0,,,5,4,56
33,2,4,280,8,TURNING_RIGHT,false,0,2,0,3,0,,,5,4,56
34,2,4,280,8,FIXED_CAR,false,0,0,0,3,0,,,5,4,56
35,2,4,289,9,ACCELERATING,false,0,0,0,3,0,,,5,4,56
36,2,4,298,9,NOTHING,false,0,0,0,3,0,,,5,4,56
37,2,4,307,9,NOTHING,false,0,0,0,3,0,,,5,4,56
38,2,4,316,9,NOTHING,false,0,0,0,3,0,,,5,4,56
39,2,4,325,9,NOTHING,false,0,0,0,3,0,,,5,4,56
40,2,4,334,8,HIT_MUD,false,0,1,0,3,0,,,5,4,53
41,2,3,341,8,TURNING_LEFT,false,0,1,0,3,0,,,5,4,53
42,2,4,348,8,TURNING_RIGHT,false,0,1,0,3,0,,,5,4,53
43,2,4,357,9,ACCELERATING,false,0,1,0,3,0,,,5,4,53
44,2,4,366,9,NOTHING,false,0,1,0,3,0,,,5,4,53
45,2,3,374,9,TURNING_LEFT,false,0,1,0,3,0,,,5,5,57
46,2,2,382,9,TURNING_LEFT,false,0,1,0,3,0,,,5,5,57
47,2,2,391,9,NOTHING,false,0,1,0,3,0,,,5,5,57
48,2,2,400,9,NOTHING,false,0,1,0,4,0,,,5,5,61
49,2,2,409,9,NOTHING,false,0,1,0,4,0,,,5,5,61
50,2,3,417,9,TURNING_RIGHT,false,0,1,0,4,0,,,5,5,61
51,2,3,426,6,HIT_MUD,false,0,3,0,4,0,,,5,5,55
52,2,4,431,6,TURNING_RIGHT,false,0,3,0,4,0,,,5,5,55
53,2,4,431,6,FIXED_CAR,false,0,1,0,4,0,,,5,5,55
54,2,3,436,6,TURNING_LEFT,false,0,1,0,4,1,,,5,5,59
55,2,3,444,6,HIT_MUD,false,0,2,1,4,2,,,5,5,64
56,2,2,449,6,TURNING_LEFT,false,0,2,1,4,2,,,5,5,64
57,2,2,457,8,USED_BOOST,true,5,2,0,4,2,,,5,5,68
58,2,2,457,8,FIXED_CAR,true,4,0,0,4,2,,,5,5,68
59,2,2,466,9,ACCELERATING,true,3,0,0,4,2,,,5,5,68
60,2,2,475,9,USED_LIZARD,true,2,0,0,4,1,,,5,5,68
61,2,2,484,8,HIT_MUD,false,0,1,0,4,0,,,5,5,65
62,2,3,491,8,TURNING_RIGHT,false,0,1,0,4,0,,,5,6,69
63,2,3,500,9,ACCELERATING,false,0,1,0,4,0,,,5,6,69
64,2,3,509,9,NOTHING,false,0,1,0,4,0,,,5,6,69
65,2,4,517,9,TURNING_RIGHT,false,0,1,0,4,0,,,5,6,69
66,2,4,526,9,NOTHING,false,0,1,1,4,0,,,5,6,73
67,2,4,535,8,HIT_MUD,false,0,2,0,4,0,,,5,6,74
68,2,3,542,8,TURNING_LEFT,false,0,2,1,4,1,,,5,6,82
69,2,3,550,8,USED_BOOST,true,5,2,0,4,1,,,5,6,86
70,2,3,550,8,FIXED_CAR,true,4,0,0,4,1,,,5,6,86
71,2,3,559,9,ACCELERATING,true,3,0,0,4,1,,,5,6,86
72,2,3,568,9,USED_LIZARD,true,2,0,0,4,0,,,5,6,86
73,2,3,577,9,NOTHING,true,1,0,0,4,0,,,5,6,86
74,2,4,585,9,TURNING_RIGHT,false,0,0,0,4,0,,,5,6,86
75,2,4,594,9,NOTHING,false,0,0,0,4,0,,,5,6,86
76,2,4,603,9,NOTHING,false,0,0,0,4,0,,,5,6,86
77,2,4,612,9,NOTHING,false,0,0,0,4,0,,,6,6,90
78,2,3,620,9,TURNING_LEFT,false,0,0,0,4,0,,,6,6,90
79,2,3,629,9,NOTHING,false,0,0,0,4,0,,,6,6,90
80,2,3,638,9,NOTHING,false,0,0,1,4,0,,,6,6,94
81,2,3,653,15,USED_BOOST,true,5,0,0,4,0,,,6,6,98
82,2,3,668,9,HIT_MUD,false,0,1,0,5,0,,,6,6,99
83,2,4,676,9,TURNING_RIGHT,false,0,1,0,5,0,,,7,6,103
84,2,4,685,9,NOTHING,false,0,1,0,5,0,,,7,6,103
85,2,4,694,9,NOTHING,false,0,1,0,5,0,,,7,6,103
86,2,4,703,9,NOTHING,false,0,1,0,5,0,,,7,6,103
87,2,3,711,9,TURNING_LEFT,false,0,1,0,5,0,,,7,6,103
88,2,3,720,9,NOTHING,false,0,1,0,5,0,,,8,6,107
89,2,3,729,9,NOTHING,false,0,1,0,5,0,,,8,6,107
90,2,3,738,9,NOTHING,false,0,1,0,5,0,,,8,6,107
91,2,4,746,8,HIT_MUD,false,0,2,0,5,0,,,8,6,104
92,2,3,753,6,HIT_MUD,false,0,3,0,5,0,,,8,6,101
93,2,2,758,6,TURNING_LEFT,false,0,3,0,5,0,,,8,6,101
94,2,2,758,6,FIXED_CAR,false,0,1,0,5,0,,,8,6,101
95,2,2,766,6,HIT_MUD,false,0,2,0,5,0,,,8,6,98
96,2,3,771,6,TURNING_RIGHT,false,0,2,0,5,0,,,9,6,102
97,2,3,771,6,FIXED_CAR,false,0,0,0,5,0,,,9,6,102
98,2,3,779,8,ACCELERATING,false,0,0,0,6,0,,,9,7,110
99,2,3,788,8,HIT_MUD,false,0,1,1,6,0,,,9,7,111
100,2,4,795,8,TURNING_RIGHT,false,0,1,1,6,0,,,9,7,111
101,2,4,804,9,USED_BOOST,true,5,1,0,6,0,,,10,7,119
102,2,3,812,9,TURNING_LEFT,true,4,1,0,6,0,,,10,7,119
103,2,3,821,9,NOTHING,true,3,1,1,6,0,,,10,7,123
104,2,3,830,9,USED_BOOST,true,5,1,0,6,0,,,10,7,127
105,2,3,839,9,NOTHING,true,4,1,0,6,0,,,10,7,127
106,2,3,848,9,NOTHING,true,3,1,0,6,0,,,10,7,127
107,2,3,857,9,NOTHING,true,2,1,0,6,0,,,10,7,127
108,2,3,866,9,NOTHING,true,1,1,0,6,1,,,10,7,131
109,2,3,875,9,USED_LIZARD,false,0,1,0,6,0,,,10,7,131
110,2,3,884,9,NOTHING,false,0,1,0,6,0,,,10,7,131
111,2,3,893,9,NOTHING,false,0,1,0,6,1,,,10,7,135
112,2,3,902,9,NOTHING,false,0,1,0,6,1,,,10,7,135
113,2,3,911,9,USED_LIZARD,false,0,1,0,6,0,,,10,7,135
114,2,3,920,9,NOTHING,false,0,1,0,6,0,,,10,7,135
115,2,3,929,9,NOTHING,false,0,1,0,6,0,,,10,7,135
116,2,2,937,6,HIT_MUD,false,0,3,0,6,0,,,10,7,129
117,2,1,942,6,TURNING_LEFT,false,0,3,0,6,0,,,10,7,129
118,2,1,942,6,FIXED_CAR,false,0,1,0,6,0,,,10,7,129
119,2,1,950,8,ACCELERATING,false,0,1,0,6,0,,,10,7,129
120,2,2,957,8,TURNING_RIGHT,false,0,1,0,6,0,,,10,7,129
121,2,2,966,9,ACCELERATING,false,0,1,0,6,2,,,10,7,137
122,2,2,975,9,USED_LIZARD,false,0,1,0,6,1,,,10,7,137
123,2,2,984,9,USED_LIZARD,false,0,1,0,6,0,,,10,7,137
124,2,2,993,9,NOTHING,false,0,1,0,6,0,,,10,7,137
125,2,2,1002,9,NOTHING,false,0,1,0,6,0,,,10,7,137
126,2,2,1011,9,NOTHING,false,0,1,0,6,0,,,10,7,137
127,2,2,1020,9,NOTHING,false,0,1,0,6,0,,,10,7,137
128,2,2,1029,9,NOTHING,false,0,1,0,6,0,,,10,7,137
129,2,3,1037,9,TURNING_RIGHT,false,0,1,0,6,0,,,10,7,137
130,2,3,1046,9,NOTHING,false,0,1,0,6,0,,,10,7,137
131,2,3,1055,9,NOTHING,false,0,1,0,6,0,,,10,7,137
132,2,2,1063,9,TURNING_LEFT,false,0,1,0,6,0,,,10,7,137
133,2,3,1071,9,TURNING_RIGHT,false,0,1,0,6,0,,,10,7,137
134,2,3,1080,9,NOTHING,false,0,1,0,6,0,,,10,8,141
135,2,3,1089,9,NOTHING,false,0,1,0,6,0,,,10,8,141
136,2,3,1098,9,NOTHING,false,0,1,0,6,0,,,10,8,141
137,2,3,1107,9,NOTHING,false,0,1,1,6,0,,,10,9,149
138,2,3,1116,9,USED_BOOST,true,5,1,0,6,0,,,10,9,153
