Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-9
4,2,4,21,6,ACCELERATING,false,0,3,0,1,0,,,0,0,-5
5,2,4,27,3,HIT_MUD,false,0,4,0,1,0,,,0,0,-8
6,2,4,30,0,HIT_MUD,false,0,5,0,1,0,,,0,0,-11
7,2,4,30,0,FIXED_CAR,false,0,3,0,1,0,,,0,0,-11
8,2,4,33,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-7
9,2,4,39,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-7
10,2,4,45,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-7
11,2,4,51,6,ACCELERATING,false,0,3,0,1,0,,,1,0,-7
12,2,4,57,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-10
13,2,4,60,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
14,2,4,63,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
15,2,4,66,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
16,2,4,69,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
17,2,4,72,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
18,2,4,75,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
19,2,4,78,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
20,2,4,81,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
21,2,4,84,3,ACCELERATING,false,0,4,0,1,0,,,1,0,-10
22,2,4,87,0,HIT_MUD,false,0,5,0,1,0,,,1,0,-13
23,2,4,87,0,FIXED_CAR,false,0,3,0,1,0,,,1,0,-13
24,2,4,90,3,ACCELERATING,false,0,3,0,1,0,,,1,0,-13
25,2,4,96,0,HIT_MUD,false,0,5,0,1,0,,,2,0,-15
26,2,4,96,0,FIXED_CAR,false,0,3,0,1,0,,,2,0,-15
27,2,4,99,3,ACCELERATING,false,0,3,0,1,0,,,2,0,-15
28,2,4,105,6,ACCELERATING,false,0,3,1,1,0,,,2,0,-11
29,2,4,111,6,USED_BOOST,true,5,3,1,1,0,,,2,0,-3
30,2,4,117,6,USED_BOOST,true,5,3,0,1,0,,,2,0,1
31,2,4,123,6,ACCELERATING,true,4,3,0,1,0,,,3,0,5
32,2,4,129,6,ACCELERATING,true,3,3,0,1,0,,,3,0,5
33,2,4,135,6,ACCELERATING,true,2,3,0,1,0,,,3,0,5
34,2,4,141,6,ACCELERATING,true,1,3,0,1,0,,,3,0,5
35,2,4,147,0,HIT_WALL,false,0,5,0,1,0,,,3,1,4
36,2,4,147,0,FIXED_CAR,false,0,3,0,1,0,,,3,1,4
37,2,4,150,3,ACCELERATING,false,0,3,0,1,0,,,3,1,4
38,2,4,156,0,HIT_MUD,false,0,5,0,1,0,,,3,1,-2
39,2,4,156,0,FIXED_CAR,false,0,3,0,1,0,,,3,1,-2
40,2,4,159,3,HIT_MUD,false,0,4,0,1,0,,,3,1,-5
41,2,4,162,3,ACCELERATING,false,0,4,0,1,0,,,3,1,-5
42,2,4,165,0,HIT_MUD,false,0,5,0,1,0,,,3,1,-8
43,2,4,165,0,FIXED_CAR,false,0,3,0,1,0,,,3,1,-8
44,2,4,168,3,ACCELERATING,false,0,3,0,1,0,,,3,1,-8
45,2,4,174,0,HIT_WALL,false,0,5,0,1,0,,,3,1,-13
46,2,4,174,0,FIXED_CAR,false,0,3,0,1,0,,,3,1,-13
47,2,4,177,3,ACCELERATING,false,0,3,0,1,0,,,3,1,-13
48,2,4,183,6,ACCELERATING,false,0,3,0,1,0,,,3,1,-13
49,2,4,189,6,ACCELERATING,false,0,3,1,1,0,,,3,1,-9
50,2,4,195,6,USED_BOOST,true,5,3,1,1,0,,,3,1,-1
51,2,4,201,6,USED_BOOST,true,5,3,0,1,1,,,3,1,7
52,2,4,207,6,ACCELERATING,true,4,3,1,1,1,,,3,1,11
53,2,4,213,6,USED_BOOST,true,5,3,0,1,1,,,4,1,19
54,2,4,219,6,USED_LIZARD,true,4,3,0,1,0,,,4,1,19
55,2,4,225,0,HIT_MUD,false,0,5,0,1,0,,,4,1,13
56,2,4,225,0,FIXED_CAR,false,0,3,0,1,0,,,4,1,13
57,2,4,228,3,ACCELERATING,false,0,3,0,1,0,,,4,1,13
58,2,4,234,3,HIT_MUD,false,0,4,0,1,0,,,4,1,10
59,2,4,237,3,ACCELERATING,false,0,4,0,1,0,,,4,1,10
60,2,4,240,3,ACCELERATING,false,0,4,0,1,0,,,5,1,14
61,2,4,243,0,HIT_MUD,false,0,5,0,1,0,,,5,1,11
62,2,4,243,0,FIXED_CAR,false,0,3,0,1,0,,,5,1,11
63,2,4,246,3,ACCELERATING,false,0,3,0,1,0,,,5,1,11
64,2,4,252,6,ACCELERATING,false,0,3,0,1,0,,,5,1,11
65,2,4,258,3,HIT_MUD,false,0,4,0,1,0,,,5,1,8
66,2,4,261,3,ACCELERATING,false,0,4,0,1,0,,,5,1,8
67,2,4,264,3,ACCELERATING,false,0,4,0,1,0,,,5,1,8
68,2,4,267,3,ACCELERATING,false,0,4,0,1,0,,,5,2,12
69,2,4,270,3,ACCELERATING,false,0,4,0,1,0,,,5,2,12
70,2,4,273,3,ACCELERATING,false,0,4,0,1,1,,,5,2,16
71,2,4,276,3,ACCELERATING,false,0,4,0,1,1,,,5,2,16
72,2,4,279,0,HIT_WALL,false,0,5,0,1,1,,,5,2,11
73,2,4,279,0,FIXED_CAR,false,0,3,0,1,1,,,5,2,11
74,2,4,282,3,ACCELERATING,false,0,3,0,1,1,,,5,2,11
75,2,4,288,6,ACCELERATING,false,0,3,0,1,1,,,5,2,11
76,2,4,294,6,ACCELERATING,false,0,3,0,1,1,,,5,2,11
77,2,4,300,6,USED_LIZARD,false,0,3,0,1,0,,,5,2,11
78,2,4,306,3,HIT_MUD,false,0,4,0,1,0,,,5,2,8
79,2,4,309,0,HIT_MUD,false,0,5,0,1,0,,,5,2,5
80,2,4,309,0,FIXED_CAR,false,0,3,0,1,0,,,5,2,5
81,2,4,312,3,HIT_MUD,false,0,4,0,1,0,,,5,2,2
82,2,4,315,3,ACCELERATING,false,0,4,0,1,0,,,5,2,2
83,2,4,318,3,ACCELERATING,false,0,4,0,1,0,,,5,2,2
84,2,4,321,3,ACCELERATING,false,0,4,0,1,0,,,5,2,2
85,2,4,324,3,ACCELERATING,false,0,4,0,1,0,,,5,2,2
86,2,4,327,0,HIT_MUD,false,0,5,0,1,0,,,5,2,-1
87,2,4,327,0,FIXED_CAR,false,0,3,0,1,0,,,5,2,-1
88,2,4,330,3,HIT_MUD,false,0,4,0,1,0,,,5,2,-4
89,2,4,333,0,HIT_MUD,false,0,5,0,1,0,,,5,2,-7
90,2,4,333,0,FIXED_CAR,false,0,3,0,1,0,,,5,2,-7
91,2,4,336,3,ACCELERATING,false,0,3,1,1,0,,,5,2,-3
92,2,4,342,6,ACCELERATING,false,0,3,1,1,0,,,5,2,-3
93,2,4,348,3,HIT_MUD,false,0,4,0,1,0,,,5,2,-2
94,2,4,351,0,HIT_WALL,false,0,5,0,1,0,,,5,2,-7
95,2,4,351,0,FIXED_CAR,false,0,3,0,1,0,,,5,2,-7
96,2,4,354,3,ACCELERATING,false,0,3,0,1,0,,,5,2,-7
97,2,4,360,6,ACCELERATING,false,0,3,0,1,0,,,5,2,-7
98,2,4,366,6,ACCELERATING,false,0,3,0,2,0,,,5,2,-3
99,2,4,372,6,ACCELERATING,false,0,3,0,2,0,,,5,2,-3
100,2,4,378,6,ACCELERATING,false,0,3,0,2,0,,,5,2,-3
