Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,3,12,6,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
4,2,3,20,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
5,2,3,28,9,ACCELERATING,false,0,0,1,0,0,,,0,0,4
6,2,3,37,9,ACCELERATING,false,0,0,1,0,0,,,0,0,4
7,2,3,46,9,ACCELERATING,false,0,0,1,1,0,,,0,0,8
8,2,3,55,9,ACCELERATING,false,0,0,1,1,1,,,1,0,16
9,2,3,64,9,USED_TWEET,false,0,0,1,1,1,3,60,0,2,28
10,2,3,73,9,ACCELERATING,false,0,0,1,1,1,3,60,0,2,28
11,2,3,82,9,ACCELERATING,false,0,0,1,2,1,3,60,0,2,32
12,2,4,90,9,TURNING_RIGHT,false,0,0,1,3,1,3,60,0,2,36
13,2,4,99,9,ACCELERATING,false,0,0,1,3,1,3,60,0,3,40
14,2,3,107,9,TURNING_LEFT,false,0,0,1,3,1,3,60,0,4,44
15,2,3,116,3,HIT_MUD,false,0,3,1,3,1,3,60,0,4,36
16,2,3,116,3,FIXED_CAR,false,0,1,1,3,1,3,60,0,4,36
17,2,2,118,3,TURNING_LEFT,false,0,1,1,4,1,3,60,0,4,40
18,2,2,124,6,ACCELERATING,false,0,1,1,6,1,3,60,0,4,48
19,2,1,129,6,TURNING_LEFT,false,0,1,1,6,1,3,60,0,4,48
20,2,1,137,8,ACCELERATING,false,0,1,1,7,1,3,60,0,4,52
21,2,1,146,9,ACCELERATING,false,0,1,1,7,1,3,60,0,4,52
22,2,1,155,9,USED_EMP,false,0,1,1,7,1,3,60,0,3,56
23,2,2,163,9,TURNING_RIGHT,false,0,1,1,8,1,3,60,0,3,60
24,2,2,167,9,USED_EMP,false,0,1,1,8,1,3,60,0,2,64
25,2,2,167,9,USED_EMP,false,0,1,1,8,1,3,60,0,1,68
26,2,2,167,9,USED_EMP,false,0,1,1,8,1,3,60,0,0,72
27,2,2,173,9,ACCELERATING,false,0,1,2,8,1,3,60,0,0,76
28,2,3,181,8,HIT_MUD,false,0,2,2,8,1,3,60,0,0,73
29,2,2,188,8,TURNING_LEFT,false,0,2,2,8,1,3,60,0,0,73
30,2,2,188,8,FIXED_CAR,false,0,0,2,8,1,3,60,0,0,73
31,2,2,203,15,USED_BOOST,true,5,0,1,8,1,3,60,0,0,77
32,2,2,217,15,USED_LIZARD,true,4,0,1,8,0,3,60,0,0,77
33,2,1,231,3,HIT_WALL,false,0,3,1,8,0,3,60,0,0,69
34,2,1,231,3,FIXED_CAR,false,0,1,1,8,0,3,60,0,0,69
35,2,1,231,3,FIXED_CAR,false,0,0,1,8,0,3,60,0,0,69
36,2,1,246,15,USED_BOOST,true,5,0,0,8,1,3,60,0,1,81
37,2,1,261,15,USED_LIZARD,true,4,0,0,8,0,3,60,0,1,81
38,2,1,276,15,ACCELERATING,true,3,0,1,9,0,3,60,0,1,89
39,2,1,291,15,ACCELERATING,true,2,0,1,9,0,3,60,0,1,89
40,2,1,306,15,USED_OIL,true,1,0,2,8,0,3,60,0,1,97
41,2,1,321,15,USED_BOOST,true,5,0,1,8,0,3,60,0,1,101
42,2,1,336,15,USED_OIL,true,4,0,2,7,0,3,60,0,1,109
43,2,1,351,15,USED_OIL,true,3,0,2,6,0,3,60,2,2,125
44,2,1,366,15,USED_TWEET,true,2,0,2,6,1,3,312,2,2,137
45,2,1,381,15,USED_TWEET,true,1,0,2,6,1,3,321,2,2,145
46,2,2,389,9,TURNING_RIGHT,false,0,0,2,7,1,3,321,2,2,149
47,2,2,404,15,USED_BOOST,true,5,0,1,7,1,3,321,2,2,153
48,2,2,419,3,HIT_WALL,false,0,2,1,7,0,3,321,2,2,148
49,2,1,421,3,TURNING_LEFT,false,0,2,1,7,0,3,321,3,2,152
50,2,1,421,3,FIXED_CAR,false,0,0,1,7,0,3,321,3,2,152
51,2,1,436,15,USED_BOOST,true,5,0,0,7,0,3,321,4,2,160
52,2,2,450,15,TURNING_RIGHT,true,4,0,0,7,0,3,321,5,3,168
53,2,2,465,15,USED_TWEET,true,3,0,0,7,2,4,337,4,4,184
54,2,3,479,15,TURNING_RIGHT,true,2,0,0,7,3,4,337,4,4,188
55,2,3,494,15,USED_LIZARD,true,1,0,0,7,2,4,337,4,4,188
56,2,2,502,9,TURNING_LEFT,false,0,0,0,7,2,4,337,4,4,188
57,2,2,511,9,USED_TWEET,false,0,0,0,7,2,3,345,3,4,192
58,2,2,520,9,USED_TWEET,false,0,0,0,7,2,3,353,2,4,196
59,2,2,529,9,USED_TWEET,false,0,0,0,7,3,3,351,2,4,208
60,2,2,538,9,USED_TWEET,false,0,0,0,7,3,4,353,1,5,216
61,2,2,547,9,USED_LIZARD,false,0,0,0,7,2,4,353,1,5,216
62,2,2,556,9,USED_TWEET,false,0,0,0,7,2,4,361,0,5,220
63,2,2,565,9,USED_OIL,false,0,0,0,6,2,4,361,0,5,224
64,2,2,574,9,USED_OIL,false,0,0,0,5,2,4,361,0,5,228
65,2,2,583,9,USED_OIL,false,0,0,0,4,2,4,361,0,5,232
66,2,1,591,9,TURNING_LEFT,false,0,0,0,4,2,4,361,0,5,232
67,2,1,600,9,USED_OIL,false,0,0,0,3,2,4,361,0,5,236
68,2,2,608,9,TURNING_RIGHT,false,0,0,0,3,2,4,361,1,5,240
69,2,3,616,9,TURNING_RIGHT,false,0,0,0,3,2,4,361,1,5,240
70,2,3,625,9,USED_TWEET,false,0,0,0,3,2,2,386,0,5,244
71,2,3,634,9,USED_OIL,false,0,0,0,2,2,2,386,0,5,248
72,2,3,643,9,USED_OIL,false,0,0,0,1,2,2,386,0,6,256
73,2,2,651,9,TURNING_LEFT,false,0,0,0,3,2,2,386,0,6,264
74,2,2,660,9,USED_OIL,false,0,0,0,2,2,2,386,0,6,268
75,2,2,669,9,USED_OIL,false,0,0,0,1,2,2,386,0,6,272
76,2,2,678,9,USED_OIL,false,0,0,0,0,2,2,386,0,6,276
77,2,3,686,9,TURNING_RIGHT,false,0,0,0,0,2,2,386,0,6,276
78,2,3,695,9,ACCELERATING,false,0,0,0,1,2,2,386,1,6,284
79,2,2,703,9,TURNING_LEFT,false,0,0,0,1,2,2,386,1,6,284
80,2,2,712,9,USED_TWEET,false,0,0,1,1,2,4,462,0,6,292
81,2,2,721,9,USED_OIL,false,0,0,1,0,2,4,462,0,6,296
82,2,2,730,9,ACCELERATING,false,0,0,1,0,2,4,462,0,7,300
83,2,1,738,9,TURNING_LEFT,false,0,0,1,0,2,4,462,0,7,300
84,2,1,747,9,ACCELERATING,false,0,0,1,0,2,4,462,1,8,308
85,2,1,756,9,USED_TWEET,false,0,0,1,0,2,3,478,0,8,312
86,2,2,764,9,TURNING_RIGHT,false,0,0,2,0,2,3,478,0,9,320
87,2,3,772,9,TURNING_RIGHT,false,0,0,2,0,2,3,478,0,9,320
88,2,3,787,15,USED_BOOST,true,5,0,1,1,2,3,478,1,9,332
89,2,3,802,15,USED_LIZARD,true,4,0,1,1,1,3,478,1,9,332
90,2,2,816,15,TURNING_LEFT,true,3,0,2,1,1,3,478,1,9,336
91,2,2,831,15,USED_TWEET,true,2,0,2,1,2,3,488,1,9,348
92,2,2,846,15,USED_TWEET,true,1,0,2,1,3,3,496,0,9,356
93,2,2,861,15,USED_BOOST,true,5,0,2,1,3,3,496,0,9,364
94,2,1,875,15,TURNING_LEFT,true,4,0,2,2,3,3,496,0,9,368
95,2,1,890,15,USED_OIL,true,3,0,2,1,3,3,496,1,9,376
96,2,1,905,15,USED_TWEET,true,2,0,2,1,3,4,504,0,9,380
97,2,2,919,15,TURNING_RIGHT,true,1,0,3,1,3,4,504,0,9,384
98,2,2,934,15,USED_BOOST,true,5,0,2,1,3,4,504,1,10,396
99,2,2,949,15,USED_TWEET,true,4,0,2,1,4,4,512,0,10,404
100,2,2,964,15,USED_OIL,true,3,0,2,0,4,4,512,0,10,408
101,2,1,978,15,TURNING_LEFT,true,2,0,3,0,4,4,512,0,10,412
102,2,1,993,15,ACCELERATING,true,1,0,3,0,4,4,512,0,10,412
103,2,1,1008,15,USED_BOOST,true,5,0,2,0,5,4,512,0,10,420
104,2,1,1023,15,ACCELERATING,true,4,0,3,0,5,4,512,1,10,428
105,2,1,1038,15,USED_TWEET,true,3,0,3,0,5,4,518,0,10,432
106,2,1,1053,15,ACCELERATING,true,2,0,3,0,5,4,518,0,10,432
107,2,1,1068,15,ACCELERATING,true,1,0,3,0,5,4,518,0,10,432
108,2,1,1083,15,USED_BOOST,true,5,0,2,0,6,4,518,1,10,444
109,2,1,1098,15,USED_TWEET,true,4,0,2,1,6,4,524,0,10,452
110,2,2,1112,15,TURNING_RIGHT,true,3,0,3,1,6,4,524,0,10,456
111,2,2,1127,15,USED_OIL,true,2,0,3,0,6,4,524,2,10,468
112,2,1,1141,15,TURNING_LEFT,true,1,0,3,0,6,4,524,2,11,472
113,2,1,1156,15,USED_BOOST,true,5,0,2,1,6,4,524,2,11,480
114,2,1,1171,15,USED_TWEET,true,4,0,2,1,6,3,552,2,11,488
115,2,1,1186,15,USED_TWEET,true,3,0,2,1,6,3,561,1,11,492
116,2,1,1201,15,USED_TWEET,true,2,0,2,1,6,4,569,0,11,496
117,2,2,1215,15,TURNING_RIGHT,true,1,0,2,1,7,4,569,0,11,500
118,2,3,1223,9,TURNING_RIGHT,false,0,0,3,1,7,4,569,0,12,508
119,2,3,1238,15,USED_BOOST,true,5,0,2,1,7,4,569,0,12,512
120,2,4,1252,15,TURNING_RIGHT,true,4,0,3,1,7,4,569,0,12,516
121,2,3,1266,15,TURNING_LEFT,true,3,0,3,2,7,4,569,0,12,520
122,2,3,1281,15,USED_OIL,true,2,0,3,1,7,4,569,0,12,524
123,2,3,1296,15,USED_LIZARD,true,1,0,3,1,6,4,569,0,12,524
124,2,3,1311,15,USED_BOOST,true,5,0,2,1,6,4,569,0,12,528
125,2,2,1325,15,TURNING_LEFT,true,4,0,2,1,7,4,569,0,12,532
126,2,2,1340,15,USED_OIL,true,3,0,3,0,7,4,569,0,12,540
127,2,3,1354,15,TURNING_RIGHT,true,2,0,3,0,7,4,569,0,12,540
128,2,4,1368,15,TURNING_RIGHT,true,1,0,4,0,7,4,569,0,12,544
129,2,4,1383,15,USED_BOOST,true,5,0,3,0,8,4,569,0,12,552
