Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,3,HIT_MUD,false,0,2,0,0,0,,,0,1,-2
4,2,4,21,3,HIT_MUD,false,0,3,0,0,1,,,0,1,-1
5,2,4,27,6,ACCELERATING,false,0,3,0,0,1,,,0,1,-1
6,2,4,33,0,HIT_WALL,false,0,5,0,0,1,,,0,1,-6
7,2,4,33,0,FIXED_CAR,false,0,3,0,0,1,,,0,1,-6
8,2,4,36,3,ACCELERATING,false,0,3,0,0,1,,,0,1,-6
9,2,4,42,6,ACCELERATING,false,0,3,0,0,2,,,0,1,-2
10,2,4,48,3,HIT_MUD,false,0,4,0,0,1,,,0,1,-5
11,2,4,51,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-5
12,2,4,54,3,ACCELERATING,false,0,4,0,0,1,,,0,1,-5
13,2,4,57,0,HIT_MUD,false,0,5,1,0,1,,,0,1,-4
14,2,4,57,0,FIXED_CAR,false,0,3,1,0,1,,,0,1,-4
15,2,4,60,3,ACCELERATING,false,0,3,1,0,1,,,0,1,-4
16,2,4,66,6,ACCELERATING,false,0,3,1,0,1,,,0,2,0
17,2,4,72,6,USED_LIZARD,false,0,3,1,0,0,,,0,2,0
18,2,4,78,3,HIT_MUD,false,0,4,0,0,0,,,0,2,1
19,2,4,81,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
20,2,4,84,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
21,2,4,87,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
22,2,4,90,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
23,2,4,93,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
24,2,4,96,3,ACCELERATING,false,0,4,0,0,0,,,0,2,1
25,2,4,99,0,HIT_MUD,false,0,5,0,0,0,,,0,2,-2
26,2,4,99,0,FIXED_CAR,false,0,3,0,0,0,,,0,2,-2
27,2,4,102,3,HIT_MUD,false,0,4,0,0,0,,,0,2,-5
28,2,4,105,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
29,2,4,108,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
30,2,4,111,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
31,2,4,114,3,ACCELERATING,false,0,4,0,0,0,,,1,2,-1
32,2,4,117,0,HIT_WALL,false,0,5,0,0,0,,,1,2,-6
33,2,4,117,0,FIXED_CAR,false,0,3,0,0,0,,,1,2,-6
34,2,4,120,3,ACCELERATING,false,0,3,1,0,0,,,1,2,-2
35,2,4,126,6,ACCELERATING,false,0,3,1,0,0,,,1,2,-2
36,2,4,132,3,HIT_MUD,false,0,4,0,0,0,,,1,2,-1
37,2,4,135,3,ACCELERATING,false,0,4,0,0,0,,,1,3,3
38,2,4,138,3,ACCELERATING,false,0,4,0,0,0,,,1,3,3
39,2,4,141,0,HIT_WALL,false,0,5,0,0,0,,,1,4,2
40,2,4,141,0,FIXED_CAR,false,0,3,0,0,0,,,1,4,2
41,2,4,144,3,ACCELERATING,false,0,3,0,0,0,,,1,4,2
42,2,4,150,3,HIT_MUD,false,0,4,0,0,0,,,1,4,-1
43,2,4,153,3,ACCELERATING,false,0,4,0,0,0,,,1,4,-1
44,2,4,156,0,HIT_MUD,false,0,5,0,0,0,,,2,4,0
45,2,4,156,0,FIXED_CAR,false,0,3,0,0,0,,,2,4,0
46,2,4,159,3,ACCELERATING,false,0,3,0,0,0,,,2,4,0
47,2,4,165,0,HIT_WALL,false,0,5,0,0,1,,,2,4,-6
48,2,4,165,0,FIXED_CAR,false,0,3,0,0,1,,,2,4,-6
49,2,4,168,3,ACCELERATING,false,0,3,0,0,1,,,2,4,-6
50,2,4,174,0,HIT_WALL,false,0,5,0,1,1,,,2,5,-3
51,2,4,174,0,FIXED_CAR,false,0,3,0,1,1,,,2,5,-3
52,2,4,177,3,HIT_MUD,false,0,4,1,1,1,,,2,5,-2
53,2,4,180,0,HIT_MUD,false,0,5,1,1,1,,,2,5,-5
54,2,4,180,0,FIXED_CAR,false,0,3,1,1,1,,,2,5,-5
55,2,4,183,3,HIT_MUD,false,0,4,1,1,1,,,2,5,-8
56,2,4,186,3,ACCELERATING,false,0,4,1,1,1,,,2,5,-8
57,2,4,189,0,HIT_WALL,false,0,5,1,1,1,,,2,6,-9
58,2,4,189,0,FIXED_CAR,false,0,3,1,1,1,,,2,6,-9
59,2,4,192,3,ACCELERATING,false,0,3,1,1,1,,,2,6,-9
60,2,4,198,6,ACCELERATING,false,0,3,1,2,1,,,2,6,-5
61,2,4,204,6,USED_BOOST,true,5,3,0,2,1,,,2,6,-1
62,2,4,210,6,USED_LIZARD,true,4,3,0,2,0,,,2,6,-1
63,2,4,216,3,HIT_MUD,false,0,4,0,2,0,,,2,6,-4
64,2,4,219,0,HIT_MUD,false,0,5,0,2,0,,,2,6,-10
65,2,4,219,0,FIXED_CAR,false,0,3,0,2,0,,,2,6,-10
66,2,4,222,3,ACCELERATING,false,0,3,0,2,0,,,2,6,-10
67,2,4,228,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-10
68,2,4,234,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-10
69,2,4,240,6,ACCELERATING,false,0,3,0,2,1,,,2,6,-6
70,2,4,246,6,USED_LIZARD,false,0,3,0,2,0,,,2,6,-6
71,2,4,252,3,HIT_MUD,false,0,4,0,2,0,,,2,6,-9
72,2,4,255,3,ACCELERATING,false,0,4,0,2,0,,,2,6,-9
73,2,4,258,3,ACCELERATING,false,0,4,0,2,0,,,2,6,-9
74,2,4,261,0,HIT_WALL,false,0,5,0,2,0,,,2,6,-14
75,2,4,261,0,FIXED_CAR,false,0,3,0,2,0,,,2,6,-14
76,2,4,264,3,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
77,2,4,270,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
78,2,4,276,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
79,2,4,282,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
80,2,4,288,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
81,2,4,294,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
82,2,4,300,6,ACCELERATING,false,0,3,0,2,0,,,2,6,-14
83,2,4,306,6,ACCELERATING,false,0,3,0,2,0,,,2,7,-10
84,2,4,312,0,HIT_WALL,false,0,5,0,2,0,,,2,7,-15
85,2,4,312,0,FIXED_CAR,false,0,3,0,2,0,,,2,7,-15
86,2,4,315,3,ACCELERATING,false,0,3,0,2,0,,,2,7,-15
87,2,4,321,6,ACCELERATING,false,0,3,1,2,0,,,3,7,-7
88,2,4,327,6,USED_BOOST,true,5,3,0,3,0,,,3,7,1
89,2,4,333,3,HIT_MUD,false,0,4,0,3,0,,,3,7,-2
90,2,4,336,3,ACCELERATING,false,0,4,0,3,0,,,3,7,-2
91,2,4,339,3,ACCELERATING,false,0,4,0,3,0,,,3,7,-2
92,2,4,342,3,ACCELERATING,false,0,4,0,3,0,,,4,7,2
93,2,4,345,3,ACCELERATING,false,0,4,0,3,0,,,4,7,2
94,2,4,348,3,ACCELERATING,false,0,4,0,3,0,,,4,7,2
95,2,4,351,3,ACCELERATING,false,0,4,0,3,0,,,4,7,2
96,2,4,354,3,ACCELERATING,false,0,4,0,3,0,,,4,7,2
97,2,4,357,0,HIT_MUD,false,0,5,0,3,1,,,4,7,3
98,2,4,357,0,FIXED_CAR,false,0,3,0,3,1,,,4,7,3
99,2,4,360,3,ACCELERATING,false,0,3,0,3,1,,,4,7,3
100,2,4,366,6,ACCELERATING,false,0,3,0,4,1,,,4,7,7
101,2,4,372,6,USED_LIZARD,false,0,3,0,4,0,,,4,7,7
102,2,4,378,6,ACCELERATING,false,0,3,0,4,0,,,4,7,7
103,2,4,384,3,HIT_MUD,false,0,4,0,5,0,,,4,7,8
104,2,4,387,3,ACCELERATING,false,0,4,0,5,0,,,4,7,8
105,2,4,390,3,ACCELERATING,false,0,4,0,5,0,,,4,7,8
106,2,4,393,0,HIT_WALL,false,0,5,0,5,0,,,4,7,3
107,2,4,393,0,FIXED_CAR,false,0,3,0,5,0,,,4,7,3
108,2,4,396,3,ACCELERATING,false,0,3,0,5,0,,,5,7,7
109,2,4,402,6,ACCELERATING,false,0,3,0,5,0,,,5,7,7
110,2,4,408,6,ACCELERATING,false,0,3,0,5,0,,,5,7,7
111,2,4,414,6,ACCELERATING,false,0,3,0,5,0,,,5,7,7
112,2,4,420,6,ACCELERATING,false,0,3,0,5,0,,,6,7,11
113,2,4,426,6,ACCELERATING,false,0,3,0,5,0,,,6,8,15
114,2,4,432,6,ACCELERATING,false,0,3,0,5,0,,,6,8,15
115,2,4,438,6,ACCELERATING,false,0,3,0,5,0,,,6,8,15
116,2,4,444,6,ACCELERATING,false,0,3,0,5,0,,,6,8,15
117,2,4,450,6,ACCELERATING,false,0,3,0,6,0,,,6,8,19
118,2,4,456,3,HIT_MUD,false,0,4,0,6,0,,,6,8,16
119,2,4,459,3,ACCELERATING,false,0,4,0,6,0,,,6,8,16
120,2,4,462,0,HIT_MUD,false,0,5,0,6,0,,,6,8,13
121,2,4,462,0,FIXED_CAR,false,0,3,0,6,0,,,6,8,13
122,2,4,465,3,ACCELERATING,false,0,3,0,6,0,,,6,8,13
123,2,4,471,6,ACCELERATING,false,0,3,0,6,0,,,6,8,13
124,2,4,477,0,HIT_WALL,false,0,5,0,6,0,,,6,8,8
125,2,4,477,0,FIXED_CAR,false,0,3,0,6,0,,,6,8,8
126,2,4,480,3,ACCELERATING,false,0,3,0,6,0,,,6,8,8
127,2,4,486,3,HIT_MUD,false,0,4,0,6,0,,,6,8,5
128,2,4,489,3,ACCELERATING,false,0,4,0,6,0,,,6,8,5
129,2,4,492,3,ACCELERATING,false,0,4,0,6,0,,,7,8,9
130,2,4,495,3,ACCELERATING,false,0,4,0,6,0,,,7,8,9
131,2,4,498,3,ACCELERATING,false,0,4,0,6,0,,,7,8,9
132,2,4,501,0,HIT_MUD,false,0,5,0,6,0,,,7,8,6
133,2,4,501,0,FIXED_CAR,false,0,3,0,6,0,,,7,8,6
134,2,4,504,3,HIT_MUD,false,0,4,0,6,0,,,7,8,3
135,2,4,507,3,ACCELERATING,false,0,4,0,6,0,,,7,8,3
