Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,6,5,NOTHING,false,0,0,0,0,0,,,0,0,0
3,2,4,11,5,NOTHING,false,0,0,0,0,0,,,0,0,0
4,2,4,16,5,NOTHING,false,0,0,0,0,0,,,0,0,0
5,2,4,21,5,NOTHING,false,0,0,0,0,0,,,0,0,0
6,2,4,26,3,HIT_MUD,false,0,1,0,0,1,,,0,0,1
7,2,4,29,3,NOTHING,false,0,1,0,0,1,,,0,0,1
8,2,4,32,3,NOTHING,false,0,1,0,0,1,,,0,0,1
9,2,4,35,3,NOTHING,false,0,1,0,0,1,,,0,0,1
10,2,4,38,3,NOTHING,false,0,1,1,0,1,,,0,0,5
11,2,4,41,3,NOTHING,false,0,1,1,0,1,,,0,0,5
12,2,4,44,3,NOTHING,false,0,1,1,0,1,,,0,0,5
13,2,4,47,3,NOTHING,false,0,1,1,0,1,,,0,2,13
14,2,4,50,3,NOTHING,false,0,1,1,0,1,,,0,2,13
15,2,4,53,3,NOTHING,false,0,1,1,0,1,,,0,2,13
16,2,4,56,3,HIT_MUD,false,0,4,1,0,1,,,0,2,4
17,2,4,59,0,HIT_MUD,false,0,5,1,0,1,,,0,2,-5
18,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
19,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
20,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
21,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
22,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
23,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
24,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
25,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
26,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
27,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
28,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
29,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
30,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
31,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
32,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
33,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
34,2,4,59,0,NOTHING,false,0,5,1,0,1,,,0,2,-5
