Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,3,12,6,TURNING_LEFT,false,0,0,0,0,0,,,0,0,0
4,2,2,17,6,TURNING_LEFT,false,0,0,1,0,0,,,0,0,4
5,2,3,22,6,TURNING_RIGHT,false,0,0,1,1,0,,,0,0,8
6,2,3,37,15,USED_BOOST,true,5,0,0,1,0,,,0,0,12
7,2,2,51,15,TURNING_LEFT,true,4,0,0,1,0,,,0,0,12
8,2,2,66,15,ACCELERATING,true,3,0,0,2,0,,,0,0,16
9,2,3,80,15,TURNING_RIGHT,true,2,0,0,2,0,,,0,0,16
10,2,3,95,15,ACCELERATING,true,1,0,0,2,0,,,0,0,16
11,2,3,104,9,ACCELERATING,false,0,0,0,2,0,,,0,0,16
12,2,2,112,9,TURNING_LEFT,false,0,0,1,2,0,,,0,0,20
13,2,1,120,9,TURNING_LEFT,false,0,0,1,2,0,,,0,0,20
14,2,1,129,9,ACCELERATING,false,0,0,1,2,0,,,0,0,20
15,2,2,137,9,TURNING_RIGHT,false,0,0,1,2,0,,,0,0,20
16,2,2,152,15,USED_BOOST,true,5,0,0,2,1,,,0,1,32
17,2,2,167,15,ACCELERATING,true,4,0,0,2,1,,,0,1,32
18,2,2,182,15,ACCELERATING,true,3,0,0,4,1,,,0,1,40
19,2,2,197,15,ACCELERATING,true,2,0,0,4,1,,,0,2,44
20,2,2,212,15,ACCELERATING,true,1,0,1,4,1,,,1,2,52
21,2,2,221,9,ACCELERATING,false,0,0,1,6,1,,,2,2,64
22,2,2,230,9,USED_TWEET,false,0,0,1,6,2,2,183,1,2,72
23,2,1,238,9,TURNING_LEFT,false,0,0,1,7,2,2,183,1,4,84
24,2,1,253,15,USED_BOOST,true,5,0,0,7,3,2,183,1,4,92
25,2,2,267,15,TURNING_RIGHT,true,4,0,0,8,3,2,183,1,4,96
26,2,3,281,15,TURNING_RIGHT,true,3,0,1,8,3,2,183,2,5,108
27,2,3,296,15,ACCELERATING,true,2,0,1,8,3,2,183,2,5,108
28,2,3,311,8,HIT_MUD,false,0,2,2,8,3,2,183,2,5,106
29,2,3,311,8,FIXED_CAR,false,0,0,2,8,3,2,183,2,5,106
30,2,3,326,15,USED_BOOST,true,5,0,1,8,3,2,183,2,5,110
31,2,2,340,15,TURNING_LEFT,true,4,0,2,8,3,2,183,2,5,114
32,2,2,355,15,ACCELERATING,true,3,0,2,8,3,2,183,2,5,114
33,2,2,370,15,ACCELERATING,true,2,0,2,8,4,2,183,2,5,118
34,2,1,384,15,TURNING_LEFT,true,1,0,2,8,5,2,183,2,5,122
35,2,2,392,9,TURNING_RIGHT,false,0,0,2,8,5,2,183,2,5,122
36,2,2,401,8,HIT_MUD,false,0,1,2,7,5,2,183,3,5,127
37,2,3,408,8,TURNING_RIGHT,false,0,1,3,7,6,2,183,3,5,135
38,2,3,417,9,ACCELERATING,false,0,1,3,7,6,2,183,3,5,135
39,2,3,417,9,FIXED_CAR,false,0,0,3,7,6,2,183,3,5,135
40,2,3,426,9,USED_TWEET,false,0,0,3,7,6,1,344,2,5,139
41,2,2,434,9,TURNING_LEFT,false,0,0,4,8,6,1,344,2,5,147
42,2,2,449,15,USED_BOOST,true,5,0,3,9,6,1,344,2,6,159
43,2,1,463,9,HIT_MUD,false,0,1,3,9,6,1,344,2,6,156
44,2,1,463,9,FIXED_CAR,false,0,0,3,9,6,1,344,2,6,156
45,2,1,472,8,HIT_MUD,false,0,1,3,10,6,1,344,2,6,157
46,2,1,481,6,HIT_MUD,false,0,3,3,10,6,1,344,2,6,151
47,2,1,481,6,FIXED_CAR,false,0,1,3,10,6,1,344,2,6,151
48,2,1,489,8,ACCELERATING,false,0,1,3,11,6,1,344,2,6,155
49,2,1,498,9,ACCELERATING,false,0,1,3,11,6,1,344,2,6,155
50,2,1,498,9,FIXED_CAR,false,0,0,3,11,6,1,344,2,6,155
51,2,1,513,15,USED_BOOST,true,5,0,2,11,6,1,344,2,6,159
52,2,1,528,8,HIT_MUD,false,0,2,3,11,6,1,344,2,6,157
53,2,1,528,8,FIXED_CAR,false,0,0,3,11,6,1,344,2,6,157
54,2,1,543,15,USED_BOOST,true,5,0,2,11,6,1,344,2,6,161
55,2,2,557,9,HIT_MUD,false,0,1,2,11,6,1,344,2,7,162
56,2,2,557,9,FIXED_CAR,false,0,0,2,11,6,1,344,2,7,162
57,2,2,566,9,USED_TWEET,false,0,0,2,11,6,1,475,1,7,166
58,2,3,574,3,HIT_WALL,false,0,2,4,11,6,1,475,1,7,169
59,2,3,580,6,ACCELERATING,false,0,2,4,11,6,1,475,1,7,169
60,2,2,585,6,TURNING_LEFT,false,0,2,4,12,6,1,475,1,7,173
61,2,1,590,6,TURNING_LEFT,false,0,2,4,12,7,1,475,1,7,177
62,2,1,598,8,ACCELERATING,false,0,2,6,12,7,1,475,1,7,185
63,2,1,598,8,FIXED_CAR,false,0,0,6,12,7,1,475,1,7,185
64,2,1,613,15,USED_BOOST,true,5,0,5,12,7,1,475,1,7,189
65,2,1,628,15,ACCELERATING,true,4,0,5,12,7,1,475,2,7,193
66,2,1,643,15,ACCELERATING,true,3,0,5,12,7,1,475,2,7,193
67,2,1,658,15,ACCELERATING,true,2,0,7,12,7,1,475,2,7,201
68,2,2,672,15,TURNING_RIGHT,true,1,0,7,12,8,1,475,2,8,209
69,2,3,680,9,TURNING_RIGHT,false,0,0,7,12,8,1,475,2,8,209
70,2,3,689,9,USED_TWEET,false,0,0,7,12,9,1,543,1,8,217
71,2,2,697,6,HIT_MUD,false,0,2,7,12,9,1,543,1,8,211
72,2,1,702,6,TURNING_LEFT,false,0,2,8,12,9,1,543,1,8,215
73,2,1,710,8,ACCELERATING,false,0,2,9,12,9,1,543,1,8,219
74,2,1,710,8,FIXED_CAR,false,0,0,9,12,9,1,543,1,8,219
75,2,1,719,9,ACCELERATING,false,0,0,9,12,9,1,543,1,8,219
76,2,2,727,9,TURNING_RIGHT,false,0,0,9,12,9,1,543,1,8,219
77,2,2,742,15,USED_BOOST,true,5,0,8,12,10,1,543,1,8,227
78,2,2,757,15,ACCELERATING,true,4,0,8,12,10,1,543,2,8,231
79,2,3,771,15,TURNING_RIGHT,true,3,0,9,12,10,1,543,2,8,235
80,2,3,786,15,ACCELERATING,true,2,0,9,12,10,1,543,2,8,235
81,2,3,801,15,ACCELERATING,true,1,0,9,12,10,1,543,2,8,235
82,2,3,810,9,ACCELERATING,false,0,0,9,12,10,1,543,2,8,235
83,2,2,818,9,TURNING_LEFT,false,0,0,9,12,10,1,543,2,8,235
84,2,2,833,15,USED_BOOST,true,5,0,8,12,10,1,543,3,8,243
85,2,2,848,15,ACCELERATING,true,4,0,8,12,10,1,543,3,8,243
86,2,1,862,15,TURNING_LEFT,true,3,0,8,13,10,1,543,3,8,247
87,2,1,877,15,ACCELERATING,true,2,0,8,13,10,1,543,3,8,247
88,2,1,892,15,ACCELERATING,true,1,0,8,13,10,1,543,3,8,247
89,2,1,901,9,ACCELERATING,false,0,0,8,13,10,1,543,3,8,247
90,2,1,916,15,USED_BOOST,true,5,0,7,13,10,1,543,3,8,251
91,2,1,931,9,HIT_MUD,false,0,1,7,13,10,1,543,3,8,248
92,2,1,931,9,FIXED_CAR,false,0,0,7,13,10,1,543,3,8,248
93,2,1,940,9,USED_TWEET,false,0,0,7,13,10,3,676,2,8,252
94,2,2,948,9,TURNING_RIGHT,false,0,0,7,13,10,3,676,2,8,252
95,2,2,963,15,USED_BOOST,true,5,0,6,13,10,3,676,2,8,256
96,2,2,978,15,ACCELERATING,true,4,0,6,13,10,3,676,2,8,256
97,2,3,992,15,TURNING_RIGHT,true,3,0,6,13,10,3,676,3,8,260
98,2,3,1007,15,ACCELERATING,true,2,0,6,13,10,3,676,4,8,264
99,2,3,1022,15,ACCELERATING,true,1,0,6,13,10,3,676,4,8,264
100,2,2,1030,9,TURNING_LEFT,false,0,0,6,13,10,3,676,4,9,268
101,2,2,1045,15,USED_BOOST,true,5,0,5,13,10,3,676,4,9,272
102,2,3,1059,15,TURNING_RIGHT,true,4,0,5,13,10,3,676,4,9,272
103,2,3,1074,15,ACCELERATING,true,3,0,5,13,10,3,676,4,9,272
104,2,3,1089,15,ACCELERATING,true,2,0,5,14,10,3,676,4,9,276
105,2,3,1104,15,ACCELERATING,true,1,0,5,14,10,3,676,4,9,276
106,2,3,1113,9,ACCELERATING,false,0,0,5,14,12,3,676,5,9,288
107,2,3,1128,15,USED_BOOST,true,5,0,4,14,12,3,676,6,9,296
108,2,3,1143,15,ACCELERATING,true,4,0,4,14,12,3,676,6,10,300
109,2,3,1158,15,ACCELERATING,true,3,0,4,14,12,3,676,6,10,300
110,2,3,1173,15,ACCELERATING,true,2,0,4,14,12,3,676,6,11,304
111,2,3,1188,8,HIT_MUD,false,0,2,4,14,12,3,676,6,11,298
112,2,3,1188,8,FIXED_CAR,false,0,0,4,14,12,3,676,6,11,298
113,2,3,1197,9,ACCELERATING,false,0,0,4,14,12,3,676,6,11,298
114,2,2,1205,9,TURNING_LEFT,false,0,0,4,14,12,3,676,6,11,298
115,2,2,1220,15,USED_BOOST,true,5,0,3,14,12,3,676,6,11,302
116,2,1,1234,15,TURNING_LEFT,true,4,0,3,14,12,3,676,6,11,302
117,2,1,1249,15,ACCELERATING,true,3,0,3,14,12,3,676,6,12,306
118,2,1,1264,15,ACCELERATING,true,2,0,3,14,12,3,676,7,12,310
119,2,1,1279,15,ACCELERATING,true,1,0,3,14,12,3,676,7,12,310
120,2,2,1287,9,TURNING_RIGHT,false,0,0,3,14,12,3,676,7,12,310
121,2,2,1302,15,USED_BOOST,true,5,0,2,14,12,3,676,7,12,314
122,2,1,1316,15,TURNING_LEFT,true,4,0,2,15,12,3,676,7,12,318
123,2,2,1330,15,TURNING_RIGHT,true,3,0,2,15,12,3,676,7,12,318
124,2,1,1344,15,TURNING_LEFT,true,2,0,2,15,12,3,676,7,12,318
125,2,2,1358,15,TURNING_RIGHT,true,1,0,2,15,12,3,676,7,13,322
126,2,2,1367,9,ACCELERATING,false,0,0,2,15,12,3,676,7,13,322
127,2,2,1382,15,USED_BOOST,true,5,0,1,15,12,3,676,7,13,326
128,2,3,1396,15,TURNING_RIGHT,true,4,0,1,15,12,3,676,7,13,326
129,2,3,1411,15,ACCELERATING,true,3,0,2,15,12,3,676,7,13,330
