Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,2,12,6,TURNING_RIGHT,false,0,0,0,0,0,,,1,0,4
4,1,2,20,8,ACCELERATING,false,0,0,0,0,0,,,1,0,4
5,1,2,29,8,HIT_MUD,false,0,1,1,1,0,,,1,0,9
6,1,2,38,8,HIT_MUD,false,0,2,0,1,0,,,1,0,10
7,1,2,38,8,FIXED_CAR,false,0,0,0,1,0,,,1,0,10
8,1,3,45,8,TURNING_RIGHT,false,0,0,0,1,0,,,1,0,10
9,1,3,54,9,ACCELERATING,false,0,0,0,1,0,,,1,0,10
10,1,2,62,9,TURNING_LEFT,false,0,0,0,1,0,,,1,0,10
11,1,2,71,9,NOTHING,false,0,0,0,1,0,,,1,0,10
12,1,2,80,9,NOTHING,false,0,0,0,1,0,,,1,1,14
13,1,3,88,9,TURNING_RIGHT,false,0,0,1,1,1,,,1,1,22
14,1,3,103,15,USED_BOOST,true,5,0,0,1,1,,,1,1,26
15,1,3,118,15,NOTHING,true,4,0,0,1,1,,,2,1,30
16,1,3,133,9,HIT_MUD,false,0,1,0,1,0,,,2,1,27
17,1,2,141,9,TURNING_LEFT,false,0,1,0,1,0,,,2,1,27
18,1,2,150,9,NOTHING,false,0,1,0,1,0,,,2,1,27
19,1,2,159,9,NOTHING,false,0,1,0,1,0,,,2,1,27
20,1,3,167,9,TURNING_RIGHT,false,0,1,0,1,0,,,2,1,27
21,1,3,176,9,NOTHING,false,0,1,1,1,0,,,3,1,35
22,1,3,185,9,USED_BOOST,true,5,1,0,1,0,,,3,2,43
23,1,4,193,9,TURNING_RIGHT,true,4,1,1,1,0,,,3,2,47
24,1,4,202,9,USED_BOOST,true,5,1,0,1,0,,,3,2,51
25,1,4,211,9,NOTHING,true,4,1,1,1,0,,,3,2,55
26,1,3,219,8,HIT_MUD,false,0,2,1,1,0,,,3,2,52
27,1,3,227,8,USED_BOOST,true,5,2,0,3,0,,,3,2,64
28,1,3,227,8,FIXED_CAR,true,4,0,0,3,0,,,3,2,64
29,1,3,236,9,ACCELERATING,true,3,0,0,3,0,,,4,2,68
30,1,3,245,9,NOTHING,true,2,0,1,3,0,,,4,2,72
31,1,3,260,9,HIT_MUD,false,0,1,1,3,0,,,5,2,81
