Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,1,0,,,0,0,4
3,2,4,15,8,ACCELERATING,false,0,0,0,1,0,,,0,2,12
4,2,4,24,9,ACCELERATING,false,0,0,0,1,0,,,1,2,16
5,2,4,33,9,NOTHING,false,0,0,0,1,1,,,1,2,20
6,2,4,42,9,USED_LIZARD,false,0,0,0,1,0,,,1,2,20
7,2,4,51,9,NOTHING,false,0,0,0,1,0,,,1,2,20
8,2,3,59,9,TURNING_LEFT,false,0,0,0,1,0,,,1,3,24
9,2,3,68,9,NOTHING,false,0,0,0,1,0,,,1,3,24
10,2,3,77,9,NOTHING,false,0,0,0,1,0,,,1,3,24
11,2,3,86,9,NOTHING,false,0,0,0,1,0,,,2,3,28
12,2,3,95,9,NOTHING,false,0,0,0,1,0,,,2,3,28
13,2,3,104,6,HIT_MUD,false,0,2,0,1,0,,,2,3,22
14,2,4,109,6,TURNING_RIGHT,false,0,2,0,1,0,,,2,3,22
15,2,4,109,6,FIXED_CAR,false,0,0,0,1,0,,,2,3,22
16,2,4,117,3,HIT_WALL,false,0,3,0,1,0,,,2,3,14
17,2,3,119,3,TURNING_LEFT,false,0,3,0,1,0,,,2,3,14
18,2,3,119,3,FIXED_CAR,false,0,1,0,1,0,,,2,3,14
19,2,3,125,6,ACCELERATING,false,0,1,0,1,0,,,2,3,14
20,2,2,130,6,TURNING_LEFT,false,0,1,0,1,0,,,2,3,14
21,2,2,138,8,ACCELERATING,false,0,1,0,1,0,,,2,3,14
22,2,2,147,9,ACCELERATING,false,0,1,0,1,0,,,3,3,18
23,2,3,155,9,TURNING_RIGHT,false,0,1,0,1,0,,,3,3,18
24,2,3,164,9,NOTHING,false,0,1,0,1,0,,,3,3,18
25,2,2,172,9,TURNING_LEFT,false,0,1,0,1,0,,,3,4,22
