Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,6,5,NOTHING,false,0,0,0,0,0,,,0,0,0
3,2,4,11,5,NOTHING,false,0,0,0,0,0,,,0,0,0
4,2,4,16,5,NOTHING,false,0,0,0,0,0,,,0,0,0
5,2,4,21,5,NOTHING,false,0,0,0,0,0,,,0,0,0
6,2,4,26,5,NOTHING,false,0,0,0,0,0,,,0,0,0
7,2,4,31,5,NOTHING,false,0,0,0,0,0,,,0,0,0
8,2,4,36,5,NOTHING,false,0,0,0,0,0,,,0,0,0
9,2,4,41,3,HIT_WALL,false,0,2,0,1,0,,,0,0,-1
10,2,4,44,3,NOTHING,false,0,2,0,1,0,,,0,0,-1
11,2,4,47,3,NOTHING,false,0,2,1,1,0,,,0,0,3
12,2,4,50,3,NOTHING,false,0,2,1,1,0,,,0,0,3
13,2,4,53,3,NOTHING,false,0,2,1,1,0,,,0,0,3
14,2,4,56,3,NOTHING,false,0,2,1,1,0,,,0,0,3
15,2,4,59,3,NOTHING,false,0,2,1,1,0,,,0,0,3
16,2,4,62,3,NOTHING,false,0,2,1,1,0,,,0,0,3
17,2,4,65,3,HIT_MUD,false,0,3,1,1,0,,,0,0,0
18,2,4,68,3,NOTHING,false,0,3,1,2,0,,,0,0,4
19,2,4,71,3,NOTHING,false,0,3,1,2,0,,,0,0,4
20,2,4,74,3,NOTHING,false,0,3,1,2,0,,,0,0,4
21,2,4,77,3,NOTHING,false,0,3,1,2,0,,,0,0,4
22,2,4,80,3,NOTHING,false,0,3,1,2,0,,,0,1,8
23,2,4,83,3,NOTHING,false,0,3,1,2,0,,,0,1,8
24,2,4,86,3,HIT_MUD,false,0,4,1,2,0,,,0,1,5
25,2,4,89,3,NOTHING,false,0,4,1,2,0,,,0,1,5
26,2,4,92,3,NOTHING,false,0,4,1,2,0,,,0,1,5
27,2,4,95,3,NOTHING,false,0,4,1,3,0,,,0,1,9
28,2,4,98,3,NOTHING,false,0,4,1,3,0,,,0,1,9
29,2,4,101,3,NOTHING,false,0,4,1,3,0,,,0,1,9
30,2,4,104,3,NOTHING,false,0,4,1,3,0,,,1,1,13
31,2,4,107,0,HIT_MUD,false,0,5,1,3,0,,,1,1,10
32,2,4,107,0,NOTHING,false,0,5,1,3,0,,,1,1,10
33,2,4,107,0,NOTHING,false,0,5,1,3,0,,,1,1,10
34,2,4,107,0,NOTHING,false,0,5,1,3,0,,,1,1,10
