Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,6,5,NOTHING,false,0,0,0,0,0,,,0,0,0
3,2,4,11,5,NOTHING,false,0,0,0,0,0,,,0,0,0
4,2,4,16,5,NOTHING,false,0,0,0,0,0,,,0,0,0
5,2,4,21,3,HIT_WALL,false,0,2,0,0,0,,,0,0,-5
6,2,4,24,3,NOTHING,false,0,2,0,0,0,,,0,0,-5
7,2,4,27,3,NOTHING,false,0,2,0,0,0,,,0,0,-5
8,2,4,30,3,NOTHING,false,0,2,0,0,0,,,0,0,-5
9,2,4,33,3,HIT_MUD,false,0,3,0,0,0,,,0,0,-8
10,2,4,36,3,NOTHING,false,0,3,0,1,0,,,0,0,-4
11,2,4,39,3,NOTHING,false,0,3,0,1,0,,,1,0,0
12,2,4,42,3,NOTHING,false,0,3,0,1,0,,,1,0,0
13,2,4,45,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-3
14,2,4,48,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
15,2,4,51,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
16,2,4,54,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
17,2,4,57,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
18,2,4,60,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
19,2,4,63,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
20,2,4,66,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
21,2,4,69,3,NOTHING,false,0,4,0,1,0,,,1,0,-3
22,2,4,72,3,NOTHING,false,0,4,1,1,0,,,1,0,1
23,2,4,75,3,NOTHING,false,0,4,1,1,0,,,1,1,5
24,2,4,78,3,NOTHING,false,0,4,1,1,0,,,2,1,9
25,2,4,81,3,NOTHING,false,0,4,1,1,0,,,2,1,9
26,2,4,84,3,NOTHING,false,0,4,1,1,0,,,2,1,9
27,2,4,87,3,NOTHING,false,0,4,1,1,1,,,2,1,13
28,2,4,90,3,NOTHING,false,0,4,1,1,1,,,2,2,17
29,2,4,93,3,NOTHING,false,0,4,1,1,1,,,2,2,17
30,2,4,96,3,NOTHING,false,0,4,1,1,1,,,2,2,17
31,2,4,99,3,NOTHING,false,0,4,1,1,1,,,2,2,17
32,2,4,102,3,NOTHING,false,0,4,1,1,1,,,2,2,17
33,2,4,105,0,HIT_MUD,false,0,5,1,1,1,,,2,2,14
34,2,4,105,0,NOTHING,false,0,5,1,1,1,,,2,2,14
