Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,1,4
3,2,4,15,3,HIT_MUD,false,0,2,0,0,1,,,0,1,2
4,2,4,21,6,ACCELERATING,false,0,2,0,0,1,,,0,1,2
5,2,4,27,6,USED_LIZARD,false,0,2,0,0,0,,,0,1,2
6,2,4,35,8,ACCELERATING,false,0,2,0,0,1,,,0,1,6
7,2,4,43,3,HIT_WALL,false,0,4,0,0,1,,,0,1,1
8,2,4,46,3,ACCELERATING,false,0,4,0,0,1,,,0,1,1
9,2,4,49,3,ACCELERATING,false,0,4,0,0,1,,,0,1,1
10,2,4,52,3,ACCELERATING,false,0,4,0,0,1,,,0,1,1
11,2,4,55,0,HIT_MUD,false,0,5,0,0,1,,,0,1,-2
12,2,4,55,0,FIXED_CAR,false,0,3,0,0,1,,,0,1,-2
13,2,4,58,3,ACCELERATING,false,0,3,0,0,2,,,0,1,2
14,2,4,64,6,ACCELERATING,false,0,3,0,0,2,,,0,2,6
15,2,4,70,6,ACCELERATING,false,0,3,0,0,2,,,0,2,6
16,2,4,76,6,USED_LIZARD,false,0,3,0,0,1,,,0,2,6
17,2,4,82,6,USED_LIZARD,false,0,3,0,0,0,,,0,2,6
18,2,4,88,6,ACCELERATING,false,0,3,0,0,0,,,0,2,6
19,2,4,94,3,HIT_MUD,false,0,4,0,0,0,,,0,3,7
20,2,4,97,3,ACCELERATING,false,0,4,0,0,0,,,0,3,7
21,2,4,100,3,ACCELERATING,false,0,4,0,0,0,,,0,3,7
22,2,4,103,3,ACCELERATING,false,0,4,0,0,1,,,0,3,11
23,2,4,106,3,ACCELERATING,false,0,4,0,0,1,,,0,3,11
24,2,4,109,3,ACCELERATING,false,0,4,0,0,1,,,0,3,11
25,2,4,112,3,ACCELERATING,false,0,4,0,0,1,,,0,3,11
26,2,4,115,0,HIT_MUD,false,0,5,0,0,1,,,0,3,8
27,2,4,115,0,FIXED_CAR,false,0,3,0,0,1,,,0,3,8
