Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,1,1,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,1,1,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,1,1,15,8,ACCELERATING,false,0,0,1,0,0,,,1,0,8
4,1,1,30,15,USED_BOOST,true,5,0,0,0,0,,,1,0,12
5,1,2,44,15,TURNING_RIGHT,true,4,0,0,0,0,,,1,0,12
6,1,3,58,15,TURNING_RIGHT,true,3,0,0,0,0,,,1,0,12
7,1,4,72,15,TURNING_RIGHT,true,2,0,0,0,0,,,1,0,12
8,1,4,87,15,NOTHING,true,1,0,0,0,0,,,1,2,20
9,1,4,96,9,NOTHING,false,0,0,0,0,1,,,1,2,24
10,1,4,105,9,USED_LIZARD,false,0,0,0,0,0,,,1,2,24
11,1,3,113,9,TURNING_LEFT,false,0,0,0,0,0,,,1,2,24
12,1,3,122,9,NOTHING,false,0,0,0,0,0,,,1,2,24
13,1,3,131,9,NOTHING,false,0,0,0,0,0,,,1,2,24
14,1,3,140,9,NOTHING,false,0,0,0,1,0,,,1,2,28
15,1,3,149,9,NOTHING,false,0,0,1,1,0,,,2,2,36
16,1,3,164,15,USED_BOOST,true,5,0,0,1,0,,,3,2,44
17,1,3,179,15,NOTHING,true,4,0,1,1,0,,,3,2,48
18,1,2,193,15,TURNING_LEFT,true,3,0,1,1,0,,,3,2,48
19,1,2,208,15,NOTHING,true,2,0,2,1,0,,,3,2,52
20,1,2,223,15,NOTHING,true,1,0,2,1,1,,,3,4,64
21,1,2,232,9,USED_LIZARD,false,0,0,2,1,0,,,3,5,68
22,1,2,247,9,HIT_MUD,false,0,1,1,1,0,,,3,6,73
23,1,3,255,9,TURNING_RIGHT,false,0,1,1,1,0,,,3,6,73
24,1,3,264,8,HIT_MUD,false,0,2,0,1,0,,,3,6,74
25,1,2,271,8,TURNING_LEFT,false,0,2,0,1,0,,,3,6,74
26,1,2,271,8,FIXED_CAR,false,0,0,0,1,0,,,3,6,74
27,1,2,280,9,ACCELERATING,false,0,0,0,1,0,,,3,6,74
28,1,2,289,9,NOTHING,false,0,0,0,1,0,,,3,6,74
29,1,2,298,9,NOTHING,false,0,0,0,1,0,,,3,6,74
30,1,1,306,9,TURNING_LEFT,false,0,0,0,1,0,,,3,6,74
31,1,1,315,9,NOTHING,false,0,0,0,1,1,,,3,6,78
